date,number_of_checks-no_verification,count-nombre
2021-03-29,13-30,0
2021-03-29,30+,1
2021-03-30,0,0
2021-03-30,1-6,3
2021-03-30,7-12,6
2021-03-30,13-30,3
2021-03-30,30+,0
2021-03-31,0,0
2021-03-31,1-6,10
2021-03-31,7-12,5
2021-03-31,13-30,1
2021-03-31,30+,0
2021-04-01,0,0
2021-04-01,1-6,6
2021-04-01,7-12,6
2021-04-01,13-30,0
2021-04-01,30+,0
2021-04-02,0,0
2021-04-02,1-6,0
2021-04-02,7-12,8
2021-04-02,13-30,1
2021-04-02,30+,1
2021-04-03,0,0
2021-04-03,1-6,1
2021-04-03,7-12,5
2021-04-03,13-30,3
2021-04-03,30+,0
2021-04-04,0,0
2021-04-04,1-6,2
2021-04-04,7-12,4
2021-04-04,13-30,1
2021-04-04,30+,0
2021-04-05,0,0
2021-04-05,1-6,1
2021-04-05,7-12,5
2021-04-05,13-30,1
2021-04-05,30+,0
2021-04-06,0,0
2021-04-06,1-6,4
2021-04-06,7-12,3
2021-04-06,13-30,0
2021-04-06,30+,0
2021-04-07,0,0
2021-04-07,1-6,1
2021-04-07,7-12,5
2021-04-07,13-30,1
2021-04-07,30+,0
2021-04-08,0,0
2021-04-08,1-6,4
2021-04-08,7-12,9
2021-04-08,13-30,3
2021-04-08,30+,0
2021-04-09,0,0
2021-04-09,1-6,2
2021-04-09,7-12,6
2021-04-09,13-30,2
2021-04-09,30+,0
2021-04-10,0,0
2021-04-10,1-6,3
2021-04-10,7-12,3
2021-04-10,13-30,3
2021-04-10,30+,0
2021-04-11,0,0
2021-04-11,1-6,4
2021-04-11,7-12,4
2021-04-11,13-30,0
2021-04-11,30+,0
2021-04-12,0,0
2021-04-12,1-6,2
2021-04-12,7-12,5
2021-04-12,13-30,1
2021-04-12,30+,0
2021-04-13,0,0
2021-04-13,1-6,2
2021-04-13,7-12,4
2021-04-13,13-30,1
2021-04-13,30+,0
2021-04-14,0,0
2021-04-14,1-6,3
2021-04-14,7-12,6
2021-04-14,13-30,0
2021-04-14,30+,0
2021-04-15,0,0
2021-04-15,1-6,1
2021-04-15,7-12,7
2021-04-15,13-30,1
2021-04-15,30+,0
2021-04-16,0,0
2021-04-16,1-6,2
2021-04-16,7-12,5
2021-04-16,13-30,0
2021-04-16,30+,3
2021-04-17,0,0
2021-04-17,1-6,2
2021-04-17,7-12,6
2021-04-17,13-30,0
2021-04-17,30+,1
2021-04-18,0,0
2021-04-18,1-6,3
2021-04-18,7-12,5
2021-04-18,13-30,1
2021-04-18,30+,0
2021-04-19,0,0
2021-04-19,1-6,2
2021-04-19,7-12,6
2021-04-19,13-30,1
2021-04-19,30+,0
2021-04-20,0,0
2021-04-20,1-6,2
2021-04-20,7-12,6
2021-04-20,13-30,1
2021-04-20,30+,0
2021-04-21,0,0
2021-04-21,1-6,2
2021-04-21,7-12,4
2021-04-21,13-30,3
2021-04-21,30+,0
2021-04-22,0,0
2021-04-22,1-6,0
2021-04-22,7-12,5
2021-04-22,13-30,2
2021-04-22,30+,1
2021-04-23,0,0
2021-04-23,1-6,0
2021-04-23,7-12,3
2021-04-23,13-30,1
2021-04-23,30+,0
2021-04-24,0,0
2021-04-24,1-6,6
2021-04-24,7-12,1
2021-04-24,13-30,1
2021-04-24,30+,0
2021-04-25,0,0
2021-04-25,1-6,1
2021-04-25,7-12,7
2021-04-25,13-30,0
2021-04-25,30+,0
2021-04-26,0,0
2021-04-26,1-6,5
2021-04-26,7-12,5
2021-04-26,13-30,0
2021-04-26,30+,0
2021-04-27,0,0
2021-04-27,1-6,1
2021-04-27,7-12,7
2021-04-27,13-30,1
2021-04-27,30+,1
2021-04-28,0,0
2021-04-28,1-6,5
2021-04-28,7-12,8
2021-04-28,13-30,0
2021-04-28,30+,2
2021-04-29,0,0
2021-04-29,1-6,6
2021-04-29,7-12,6
2021-04-29,13-30,1
2021-04-29,30+,0
2021-04-30,0,0
2021-04-30,1-6,0
2021-04-30,7-12,5
2021-04-30,13-30,4
2021-04-30,30+,0
2021-05-01,0,0
2021-05-01,1-6,3
2021-05-01,7-12,5
2021-05-01,13-30,0
2021-05-01,30+,2
2021-05-02,0,0
2021-05-02,1-6,4
2021-05-02,7-12,2
2021-05-02,13-30,1
2021-05-02,30+,2
2021-05-03,0,0
2021-05-03,1-6,9
2021-05-03,7-12,5
2021-05-03,13-30,0
2021-05-03,30+,0
2021-05-04,0,0
2021-05-04,1-6,3
2021-05-04,7-12,3
2021-05-04,13-30,4
2021-05-04,30+,0
2021-05-05,0,0
2021-05-05,1-6,4
2021-05-05,7-12,7
2021-05-05,13-30,6
2021-05-05,30+,4
2021-05-06,0,0
2021-05-06,1-6,2
2021-05-06,7-12,13
2021-05-06,13-30,4
2021-05-06,30+,0
2021-05-07,0,0
2021-05-07,1-6,7
2021-05-07,7-12,9
2021-05-07,13-30,1
2021-05-07,30+,0
2021-05-08,0,0
2021-05-08,1-6,1
2021-05-08,7-12,12
2021-05-08,13-30,3
2021-05-08,30+,0
2021-05-09,0,0
2021-05-09,1-6,6
2021-05-09,7-12,9
2021-05-09,13-30,1
2021-05-09,30+,0
2021-05-10,0,0
2021-05-10,1-6,9
2021-05-10,7-12,11
2021-05-10,13-30,1
2021-05-10,30+,0
2021-05-11,0,0
2021-05-11,1-6,7
2021-05-11,7-12,11
2021-05-11,13-30,5
2021-05-11,30+,1
2021-05-12,0,0
2021-05-12,1-6,5
2021-05-12,7-12,10
2021-05-12,13-30,3
2021-05-12,30+,1
2021-05-13,0,0
2021-05-13,1-6,7
2021-05-13,7-12,10
2021-05-13,13-30,2
2021-05-13,30+,1
2021-05-14,0,0
2021-05-14,1-6,5
2021-05-14,7-12,6
2021-05-14,13-30,0
2021-05-14,30+,0
2021-05-15,0,0
2021-05-15,1-6,2
2021-05-15,7-12,5
2021-05-15,13-30,2
2021-05-15,30+,0
2021-05-16,0,0
2021-05-16,1-6,5
2021-05-16,7-12,4
2021-05-16,13-30,0
2021-05-16,30+,0
2021-05-17,0,0
2021-05-17,1-6,2
2021-05-17,7-12,4
2021-05-17,13-30,0
2021-05-17,30+,0
2021-05-18,0,0
2021-05-18,1-6,3
2021-05-18,7-12,1
2021-05-18,13-30,0
2021-05-18,30+,0
2021-05-19,0,0
2021-05-19,1-6,1
2021-05-19,7-12,2
2021-05-19,13-30,0
2021-05-19,30+,0
2021-05-20,0,0
2021-05-20,1-6,0
2021-05-20,7-12,2
2021-05-20,13-30,1
2021-05-20,30+,0
2021-05-21,0,0
2021-05-21,1-6,1
2021-05-21,7-12,5
2021-05-21,13-30,1
2021-05-21,30+,0
2021-05-22,0,0
2021-05-22,1-6,7
2021-05-22,7-12,4
2021-05-22,13-30,1
2021-05-22,30+,0
2021-05-23,0,0
2021-05-23,1-6,4
2021-05-23,7-12,5
2021-05-23,13-30,2
2021-05-23,30+,0
2021-05-24,0,0
2021-05-24,1-6,2
2021-05-24,7-12,8
2021-05-24,13-30,1
2021-05-24,30+,0
2021-05-25,0,0
2021-05-25,1-6,5
2021-05-25,7-12,6
2021-05-25,13-30,1
2021-05-25,30+,0
2021-05-26,0,0
2021-05-26,1-6,2
2021-05-26,7-12,2
2021-05-26,13-30,2
2021-05-26,30+,0
2021-05-27,0,0
2021-05-27,1-6,2
2021-05-27,7-12,1
2021-05-27,13-30,2
2021-05-27,30+,0
